Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator,Primary_size_verification,Exposure_medium,Zeta_potential_water_mV,Hydrodynamic_size_culture_nm,SiO$_{2}$NP_synthesis,Positive_control_inducer,Hydrodynamic_size_serum_nm,PDI_water,Interference_testing,Viability_mechanism,Cell_disease,SiO$_{2}$NP_source,Positive_control,Cell_culture,Zeta_potential_PBS/HBSS_mV,Surface_charge_culture,Zeta_potential_serum_mV,Zeta_potential_culture_mV,Cell_age,PDI_culture,Surface_charge_water,SiO$_{2}$NP_label,SiO$_{2}$NP_shape
1,Non_cytotoxic,50,15%_FBS,endothelial,skin,14,HDMEC,72,unmodified,not_determined,human,MTS,194.8051948,tetrazolium ,not_verified,ECBM,not_determined,not_determined,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,primary,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
1,Non_cytotoxic,5,15%_FBS,endothelial,skin,14,HDMEC,72,unmodified,not_determined,human,MTS,194.8051948,tetrazolium ,not_verified,ECBM,not_determined,not_determined,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,primary,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,10,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,50,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,100,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
2,Non_cytotoxic,200,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH,verified,DMEM,not_determined,not_determined,low_temperature,Triton_X-100,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,70,HEp-2,24,unmodified,not_determined,human,trypan_blue,38.96103896,dead_cell,not_verified,RPMI_1640,not_determined,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,FITC,sphere
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,70,HEp-2,48,unmodified,not_determined,human,trypan_blue,38.96103896,dead_cell,not_verified,RPMI_1640,not_determined,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,FITC,sphere
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,500,HEp-2,24,unmodified,not_determined,human,trypan_blue,5.454545455,dead_cell,not_verified,RPMI_1640,not_determined,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,FITC,sphere
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,500,HEp-2,48,unmodified,not_determined,human,trypan_blue,5.454545455,dead_cell,not_verified,RPMI_1640,not_determined,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Structural_cell_damage,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,FITC,sphere
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,100,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Cytotoxic,100,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Cytotoxic,50,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Cytotoxic,100,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
4,Non_cytotoxic,100,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass,verified,Ham's F-12,not_determined,not_determined,not_available,Min-U-Sil,not_determined,not_determined,not_performed,Cell_growth,carcinoma,commercial,included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Cytotoxic,667,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,83,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,167,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,333,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,667,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,RPMI_1640,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,21,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
5,Non_cytotoxic,42,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium ,verified,DMEM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
