Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator,Primary_size_verification,Exposure_medium,Zeta_potential_water_mV,Hydrodynamic_size_culture_nm,SiO$_{2}$NP_synthesis,Positive_control_inducer,Hydrodynamic_size_serum_nm,PDI_water,Interference_testing,Viability_mechanism,Cell_disease,SiO$_{2}$NP_source,Positive_control,Cell_culture,Zeta_potential_PBS/HBSS_mV,Surface_charge_culture,Zeta_potential_serum_mV,Zeta_potential_culture_mV,Cell_age,PDI_culture,Surface_charge_water,SiO$_{2}$NP_label,SiO$_{2}$NP_shape
132,Non_cytotoxic,1,10%_FBS,epithelial,colon,30,Caco_2,24,unmodified,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_31-40,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,negative,rhodamine,sphere
132,Non_cytotoxic,10,10%_FBS,epithelial,colon,30,Caco_2,24,unmodified,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_31-40,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,negative,rhodamine,sphere
132,Non_cytotoxic,25,10%_FBS,epithelial,colon,30,Caco_2,24,unmodified,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_31-40,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,negative,rhodamine,sphere
132,Non_cytotoxic,50,10%_FBS,epithelial,colon,30,Caco_2,24,unmodified,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_31-40,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,negative,rhodamine,sphere
132,Non_cytotoxic,100,10%_FBS,epithelial,colon,30,Caco_2,24,unmodified,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_31-40,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,negative,rhodamine,sphere
132,Non_cytotoxic,1,10%_FBS,epithelial,colon,30,Caco_2,24,amine,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_21-30,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,positive,none,sphere
132,Non_cytotoxic,10,10%_FBS,epithelial,colon,30,Caco_2,24,amine,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_21-30,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,positive,none,sphere
132,Non_cytotoxic,25,10%_FBS,epithelial,colon,30,Caco_2,24,amine,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_21-30,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,positive,none,sphere
132,Non_cytotoxic,50,10%_FBS,epithelial,colon,30,Caco_2,24,amine,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_21-30,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,positive,none,sphere
132,Non_cytotoxic,100,10%_FBS,epithelial,colon,30,Caco_2,24,amine,not_determined,human,MTS,90.90909091,tetrazolium ,not_verified,DMEM,negative_21-30,26-50,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,negative_21-30,non_embryonic,0.101-0.2,positive,none,sphere
133,Non_cytotoxic,12.5,serum_free,epithelial,lung,16.75,BEAS-2B,24,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,25,serum_free,epithelial,lung,16.75,BEAS-2B,24,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,50,serum_free,epithelial,lung,16.75,BEAS-2B,24,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,100,serum_free,epithelial,lung,16.75,BEAS-2B,24,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Cytotoxic,200,serum_free,epithelial,lung,16.75,BEAS-2B,24,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,12.5,serum_free,epithelial,lung,16.75,BEAS-2B,48,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,25,serum_free,epithelial,lung,16.75,BEAS-2B,48,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Non_cytotoxic,50,serum_free,epithelial,lung,16.75,BEAS-2B,48,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Cytotoxic,100,serum_free,epithelial,lung,16.75,BEAS-2B,48,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
133,Cytotoxic,200,serum_free,epithelial,lung,16.75,BEAS-2B,48,unmodified,151-200,human,CCK-8/WST-8,156,tetrazolium ,verified,RPMI_1640,negative_21-30,not_determined,not_available,not_available,151-200,0.301-0.4,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,negative,negative_11-20,not_determined,non_embryonic,0.201-0.3,negative,none,sphere
134,Non_cytotoxic,12.5,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,25,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,50,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,100,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,150,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,200,serum_free,myoblast,heart,59.65,H9c2,6,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,12.5,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,25,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,50,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,100,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,150,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,200,serum_free,myoblast,heart,59.65,H9c2,12,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,12.5,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,25,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,50,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,100,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,150,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Cytotoxic,200,serum_free,myoblast,heart,59.65,H9c2,24,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,12.5,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,25,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,50,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,100,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,150,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
134,Non_cytotoxic,200,serum_free,myoblast,heart,59.65,H9c2,48,unmodified,101-150,rat,CCK-8/WST-8,45.72125276,tetrazolium ,verified,DMEM,negative_31-40,101-150,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,negative,not_determined,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,3.125,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,6.25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,12.5,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,50,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,3.125,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,3,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,6.25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,3,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,12.5,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,3,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,3,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,50,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,3,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,3.125,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,6,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,6.25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,6,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,12.5,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,6,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,6,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,50,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,6,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,3.125,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,12,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,6.25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,12,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,12.5,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,12,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,12,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,50,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,12,unmodified,101-150,human,MTT,43.15304948,tetrazolium ,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Cellular_metabolism,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,3.125,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.15304948,live_dead_cell,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,6.25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.15304948,live_dead_cell,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,12.5,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.15304948,live_dead_cell,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,25,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.15304948,live_dead_cell,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
135,Non_cytotoxic,50,serum_free,epithelial,bone-marrow,63.2,SH-SY5Y,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.15304948,live_dead_cell,verified,DMEM,negative_51-60,101-150,low_temperature,not_available,101-150,not_determined,not_performed,Structural_cell_damage,carcinoma,in_house,not_included,cell_line,not_determined,not_determined,negative_1-10,negative_21-30,non_embryonic,not_determined,negative,none,sphere
136,Non_cytotoxic,60,10%_FBS,epithelial,kidney,16,SO,24,carboxyl,less_26,rat,CCK-8/WST-8,170.4545455,tetrazolium ,verified,DMEM,negative_31-40,not_determined,low_temperature,not_available,less_26,less_0.101,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
